774,Virgil Barnes
775,Clyde Barnhart
776,Edgar Barnhart
777,Les Barnhart
778,Tucker Barnhart
779,Vic Barnhart
780,Billy Barnie
781,George Barnicle
782,Ed Barnowski
783,Chris Barnwell
784,Salome Barojas
785,Daniel Barone
786,Dick Barone
787,Cuno Barragan
788,German Barranca
789,Bob Barr
790,Bob Barr
791,John Barrett
792,Aaron Barrett
793,Bill Barrett
794,Bill Barrett
795,Bob Barrett
796,Dick Barrett
797,Frank Barrett
798,Jimmy Barrett
799,Johnny Barrett
800,Marty Barrett
801,Marty Barrett
802,Michael Barrett
803,Red Barrett
804,Tim Barrett
805,Tom Barrett
806,Francisco Barrios
807,Jose Barrios
808,Manuel Barrios
809,Jim Barr
810,Cuke Barrows
811,Ed Barrow
812,Frank Barrows
813,Frank Barron
814,Red Barron
815,Tony Barron
816,Scotty Barr
817,Steve Barr
818,Ed Barry
819,Hardin Barry
820,Jack Barry
821,Jeff Barry
822,Kevin Barry
823,Rich Barry
824,Shad Barry
825,Tom Barry
826,Dick Bartell
827,Kimera Bartee
828,Bob Barthelson
829,Jimmy Barthmaier
830,John Barthold
831,Les Bartholomew
832,Tony Bartirome
833,Bill Bartley
834,Boyd Bartley
835,Irv Bartling
836,Jason Bartlett
837,Bob Barton
838,Brian Barton
839,Cliff Bartosh
840,Dave Bartosch
841,Daric Barton
842,Harry Barton
843,Shawn Barton
844,Vince Barton
845,Charlie Bartson
846,Philip Barzilla
847,Chris Basak
848,Monty Basgall
849,Al Bashang
850,Walt Bashore
851,Eddie Basinski
852,Jim Baskette
853,Anthony Bass
854,Brian Bass
855,Dick Bass
856,Doc Bass
857,Charley Bassett
858,Chris Bassitt
859,John Bass
860,Kevin Bass
861,Johnny Bassler
862,Norm Bass
863,Randy Bass
864,Antonio Bastardo
865,Charlie Bastian
866,Emil Batch
867,Joe Batchelder
868,Rich Batchelor
869,John Bateman
870,Aaron Bates
871,Billy Bates
872,Bud Bates
873,Charlie Bates
874,Del Bates
875,Dick Bates
876,Frank Bates
877,Jason Bates
878,John Bates
879,Johnny Bates
880,Ray Bates
881,Bill Bathe
882,Kevin Batiste
883,Kim Batiste
884,Miguel Batista
885,Rafael Batista
886,Tony Batista
887,Bill Batsch
888,Larry Battam
889,Earl Battey
890,George Batten
891,Joe Battin
892,Allen Battle
893,Howard Battle
894,Jim Battle
895,Chris Batton
896,Matt Batts
897,Al Bauer
898,Hank Bauer
899,Lou Bauer
900,Rick Bauer
901,Russ Bauers
902,Trevor Bauer
903,Justin Baughman
904,Frank Baumann
905,Paddy Baumann
906,Jim Baumer
907,George Baumgardner
908,Harry Baumgartner
909,John Baumgartner
910,Ross Baumgarten
911,Stan Baumgartner
912,Frank Baumholtz
913,George Bausewine
914,Ed Bauta
915,Danny Bautista
916,Denny Bautista
917,Jose Bautista
918,Jose Bautista
919,Jim Baxes
920,Mike Baxes
921,Mike Baxter
922,Moose Baxter
923,Harry Bay
924,Jason Bay
925,Dick Bayless
926,Jonah Bayliss
927,Don Baylor
928,Bill Bayne
929,Yorman Bazardo
930,Brandon Beachy
931,Jack Beach
932,Bob Beall
933,Johnny Beall
934,Walter Beall
935,Tommy Beals
936,Alex Beam
937,Ernie Beam
938,Charlie Beamon
939,Charlie Beamon
940,Trey Beamon
941,T. J. Beam
942,Belve Bean
943,Bill Bean
944,Colter Bean
945,Billy Beane
946,Joe Bean
947,Dave Beard
948,Gene Bearden
949,Mike Beard
950,Ollie Beard
951,Ralph Beard
952,Ted Beard
953,Gary Beare
954,Larry Bearnarth
955,Kevin Bearse
956,Chris Beasley
957,Lew Beasley
958,Ed Beatin
959,Dave Beadle
960,Pedro Beato
961,Blaine Beatty
962,Desmond Beatty
963,Jim Beattie
964,Jim Beauchamp
965,Ginger Beaumont
966,Blake Beavan
967,Edward Beavens
968,Johnny Beazley
969,Buck Becannon
970,Steve Bechler
971,George Bechtel
972,Boom-Boom Beck
973,Chad Beck
974,Clyde Beck
975,Beals Becker
976,Bob Becker
977,Charlie Becker
978,Glenn Beckert
979,Heinie Beckendorf
980,Heinz Becker
981,Joe Becker
982,Josh Beckett
983,Marty Becker
984,Erve Beck
985,Rich Becker
986,Robbie Beckett
987,Frank Beck
988,Fred Beck
989,George Beck
990,Gordon Beckham
991,Tim Beckham
992,Jake Beckley
993,Bill Beckmann
994,Jim Beckman
995,Rich Beck
996,Rod Beck
997,Joe Beckwith
998,Zinn Beck
999,Julio Becquer
1000,Erik Bedard
1001,Howie Bedell
1002,Gene Bedford
1003,Phil Bedgood
1004,Hugh Bedient
1005,Andy Bednar
1006,Cam Bedrosian
1007,Steve Bedrosian
1008,Fred Beebe
1009,Ed Beecher
1010,Ed Biecher
1011,Matt Beech
1012,Roy Beecher
1013,Dallas Beeler
1014,Jodie Beeler
1015,Andy Beene
1016,Fred Beene
1017,Clarence Beers
1018,Joe Beggs
1019,Ed Bagley
1020,Gene Bagley
1021,Jim Begley
1022,Petie Behan
1023,Steve Behel
1024,Rick Behenna
1025,Mel Behney
1026,Hank Behrman
1027,Joe Beimel
1028,Kevin Beirne
1029,Ollie Bejma
1030,Mark Belanger
1031,Wayne Belardi
1032,Kevin Belcher
1033,Tim Belcher
1034,Ira Belden
1035,Mike Belfiore
1036,Bo Belinsky
1037,Stan Belinda
1038,Matt Belisle
1039,Ronald Belisario
1040,Todd Belitz
1041,Jeff Beliveau
1042,Tim Belk
1043,Steve Bellan
1044,Zeke Bella
1045,Beau Bell
1046,Bill Bell
1047,Buddy Bell
1048,Charlie Bell
1049,Cool Papa Bell
1050,David Bell
1051,Derek Bell
1052,Albert Belle
1053,Eric Bell
1054,Fern Bell
1055,Frank Bell
1056,Gary Bell
1057,George Bell
1058,George Bell
1059,Gus Bell
1060,Heath Bell
1061,Hi Bell
1062,Mark Bellhorn
1063,Clay Bellinger
1064,Rafael Belliard
1065,Ronnie Belliard
1066,Jay Bell
1067,Jerry Bell
1068,Josh Bell
1069,Juan Bell
1070,Kevin Bell
1071,Les Bell
1072,Mike Bell
1073,Mike Bell
1074,Jack Bellman
1075,Edwin Bellorin
1076,Rob Belloir
1077,Ralph Bell
1078,Rob Bell
1079,Rudy Bell
1080,Terry Bell
1081,Trevor Bell
1082,Vince Belnome
1083,Duane Below
1084,Brandon Belt
1085,Adrian Beltre
1086,Carlos Beltran
1087,Engel Beltre
1088,Esteban Beltre
1089,Francis Beltran
1090,Omar Beltre
1091,Rigo Beltran
1092,Harry Bemis
1093,Marvin Benard
1094,Freddie Benavides
1095,Johnny Bench
1096,Chief Bender
1097,Art Benedict
1098,Bruce Benedict
1099,Alan Benes
1100,Andy Benes
1101,Joe Benes
1102,Ray Benge
1103,Benny Bengough
1104,Juan Beniquez
1105,Armando Benitez
1106,Yamil Benitez
1107,Mike Benjamin
1108,Stan Benjamin
1109,Charlie Bennett
1110,Dave Bennett
1111,Dennis Bennett
1112,Erik Bennett
1113,Frank Bennett
1114,Fred Bennett
1115,Gary Bennett
1116,Herschel Bennett
1117,Ike Benners
